Time,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation
7:00:00 AM,3,Friday,65,23,32,2,122,normal
7:15:00 AM,3,Friday,111,18,16,5,150,normal
7:30:00 AM,3,Friday,92,29,18,2,141,heavy
7:45:00 AM,3,Friday,91,20,48,3,162,heavy
8:00:00 AM,3,Friday,89,29,22,4,144,heavy
8:15:00 AM,3,Friday,131,29,12,4,176,heavy
8:30:00 AM,3,Friday,113,33,43,4,193,heavy
8:45:00 AM,3,Friday,80,27,35,5,147,normal
9:00:00 AM,3,Friday,30,11,25,14,80,heavy
9:15:00 AM,3,Friday,61,16,16,13,106,heavy
9:30:00 AM,3,Friday,122,30,28,11,191,high
9:45:00 AM,3,Friday,97,9,7,8,121,normal
10:00:00 AM,3,Friday,55,11,10,14,90,heavy
10:15:00 AM,3,Friday,77,24,20,14,135,heavy
10:30:00 AM,3,Friday,101,22,18,17,158,high
10:45:00 AM,3,Friday,98,11,29,11,149,normal
11:00:00 AM,3,Friday,35,18,16,22,91,normal
11:15:00 AM,3,Friday,66,20,7,16,109,normal
11:30:00 AM,3,Friday,58,12,12,17,99,normal
11:45:00 AM,3,Friday,59,17,12,30,118,normal
12:00:00 PM,3,Friday,36,9,5,18,68,heavy
12:15:00 PM,3,Friday,57,19,11,19,106,normal
12:30:00 PM,3,Friday,70,13,4,26,113,heavy
12:45:00 PM,3,Friday,86,18,12,17,133,normal
1:00:00 PM,3,Friday,82,26,29,15,152,high
1:15:00 PM,3,Friday,42,25,11,13,91,heavy
1:30:00 PM,3,Friday,80,3,21,15,119,normal
1:45:00 PM,3,Friday,62,26,19,9,116,normal
2:00:00 PM,3,Friday,70,22,21,6,119,normal
2:15:00 PM,3,Friday,103,17,28,9,157,heavy
2:30:00 PM,3,Friday,62,26,24,11,123,heavy
2:45:00 PM,3,Friday,70,24,19,10,123,high
3:00:00 PM,3,Friday,86,29,24,12,151,normal
3:15:00 PM,3,Friday,50,23,21,5,99,low
3:30:00 PM,3,Friday,63,18,16,12,109,high
3:45:00 PM,3,Friday,74,26,26,11,137,heavy
4:00:00 PM,3,Friday,161,24,44,5,234,heavy
4:15:00 PM,3,Friday,131,22,23,6,182,heavy
4:30:00 PM,3,Friday,123,17,31,7,178,heavy
4:45:00 PM,3,Friday,136,14,31,5,186,normal
5:00:00 PM,3,Friday,86,35,22,8,151,heavy
5:15:00 PM,3,Friday,102,28,28,6,164,normal
5:30:00 PM,3,Friday,109,26,20,7,162,heavy
5:45:00 PM,3,Friday,135,25,47,5,212,heavy
6:00:00 PM,3,Friday,99,26,44,10,179,heavy
6:15:00 PM,3,Friday,124,37,10,5,176,normal
6:30:00 PM,3,Friday,87,19,28,9,143,normal
6:45:00 PM,3,Friday,136,13,30,11,190,normal
7:00:00 PM,3,Friday,82,18,20,17,137,high
7:15:00 PM,3,Friday,93,20,14,11,138,high
7:30:00 PM,3,Friday,77,11,11,17,116,normal
7:45:00 PM,3,Friday,91,16,7,17,131,low
8:00:00 PM,3,Friday,83,16,10,14,123,low
8:15:00 PM,3,Friday,80,7,6,12,105,high
8:30:00 PM,3,Friday,63,12,12,15,102,normal
8:45:00 PM,3,Friday,61,10,20,17,108,normal
9:00:00 PM,3,Friday,65,9,7,11,92,normal
9:15:00 PM,3,Friday,51,15,11,20,97,high
9:30:00 PM,3,Friday,52,11,13,21,97,high
9:45:00 PM,3,Friday,85,9,10,16,120,high
10:00:00 PM,3,Friday,12,2,0,26,40,normal
10:15:00 PM,3,Friday,14,3,1,30,48,normal
10:30:00 PM,3,Friday,14,4,0,20,38,normal
10:45:00 PM,3,Friday,21,3,2,32,58,normal
11:00:00 PM,3,Friday,14,3,2,23,42,normal
11:15:00 PM,3,Friday,25,3,2,26,56,normal
11:30:00 PM,3,Friday,6,1,2,14,23,normal
11:45:00 PM,3,Friday,11,1,0,32,44,normal
12:00:00 AM,4,Saturday,16,3,0,29,48,normal
12:15:00 AM,4,Saturday,14,1,2,37,54,normal
12:30:00 AM,4,Saturday,22,4,0,23,49,normal
12:45:00 AM,4,Saturday,14,3,0,26,43,normal
1:00:00 AM,4,Saturday,24,3,0,14,41,normal
1:15:00 AM,4,Saturday,13,0,2,25,40,normal
1:30:00 AM,4,Saturday,21,3,0,18,42,normal
1:45:00 AM,4,Saturday,15,3,1,25,44,normal
2:00:00 AM,4,Saturday,16,3,0,19,38,normal
2:15:00 AM,4,Saturday,8,4,1,27,40,normal
2:30:00 AM,4,Saturday,16,3,0,34,53,low
2:45:00 AM,4,Saturday,17,2,0,23,42,normal
3:00:00 AM,4,Saturday,7,3,1,39,50,normal
3:15:00 AM,4,Saturday,12,1,0,20,33,normal
3:30:00 AM,4,Saturday,20,3,1,37,61,normal
3:45:00 AM,4,Saturday,14,3,2,28,47,normal
4:00:00 AM,4,Saturday,46,18,4,14,82,normal
4:15:00 AM,4,Saturday,59,11,6,17,93,normal
4:30:00 AM,4,Saturday,91,8,6,14,119,normal
4:45:00 AM,4,Saturday,107,20,6,12,145,low
5:00:00 AM,4,Saturday,66,8,6,8,88,normal
5:15:00 AM,4,Saturday,27,2,2,14,45,normal
5:30:00 AM,4,Saturday,95,17,3,9,124,low
5:45:00 AM,4,Saturday,91,14,4,14,123,low
6:00:00 AM,4,Saturday,187,26,13,3,229,heavy
6:15:00 AM,4,Saturday,107,20,40,1,168,high
6:30:00 AM,4,Saturday,113,27,54,2,196,heavy
6:45:00 AM,4,Saturday,132,38,35,2,207,heavy
7:00:00 AM,4,Saturday,87,41,29,1,158,normal
7:15:00 AM,4,Saturday,181,27,20,3,231,high
7:30:00 AM,4,Saturday,121,17,33,2,173,heavy
7:45:00 AM,4,Saturday,123,19,21,2,165,heavy
8:00:00 AM,4,Saturday,69,39,27,2,137,heavy
8:15:00 AM,4,Saturday,199,14,43,4,260,heavy
8:30:00 AM,4,Saturday,97,8,39,3,147,heavy
8:45:00 AM,4,Saturday,125,34,40,1,200,heavy
9:00:00 AM,4,Saturday,101,20,34,19,174,normal
9:15:00 AM,4,Saturday,33,14,47,15,109,normal
9:30:00 AM,4,Saturday,98,10,25,12,145,normal
9:45:00 AM,4,Saturday,98,16,16,14,144,normal
10:00:00 AM,4,Saturday,30,16,22,12,80,high
10:15:00 AM,4,Saturday,52,12,17,13,94,low
10:30:00 AM,4,Saturday,19,20,27,14,80,high
10:45:00 AM,4,Saturday,49,3,9,14,75,normal
11:00:00 AM,4,Saturday,37,0,10,27,74,normal
11:15:00 AM,4,Saturday,45,8,4,31,88,normal
11:30:00 AM,4,Saturday,45,8,9,28,90,normal
11:45:00 AM,4,Saturday,52,7,12,29,100,normal
12:00:00 PM,4,Saturday,29,8,11,24,72,normal
12:15:00 PM,4,Saturday,32,10,2,23,67,normal
12:30:00 PM,4,Saturday,50,10,6,15,81,normal
12:45:00 PM,4,Saturday,37,8,9,17,71,normal
1:00:00 PM,4,Saturday,64,15,27,20,126,normal
1:15:00 PM,4,Saturday,65,26,27,23,141,normal
1:30:00 PM,4,Saturday,71,17,19,10,117,heavy
1:45:00 PM,4,Saturday,49,17,23,14,103,normal
2:00:00 PM,4,Saturday,48,21,20,15,104,high
2:15:00 PM,4,Saturday,47,15,13,1,76,normal
2:30:00 PM,4,Saturday,61,23,37,12,133,normal
2:45:00 PM,4,Saturday,41,14,18,18,91,low
3:00:00 PM,4,Saturday,70,18,11,13,112,low
3:15:00 PM,4,Saturday,59,22,25,16,122,normal
3:30:00 PM,4,Saturday,50,20,16,16,102,high
3:45:00 PM,4,Saturday,50,21,24,15,110,low
4:00:00 PM,4,Saturday,99,22,42,6,169,heavy
4:15:00 PM,4,Saturday,199,18,43,8,268,heavy
4:30:00 PM,4,Saturday,145,15,29,7,196,heavy
4:45:00 PM,4,Saturday,25,16,24,9,74,heavy
5:00:00 PM,4,Saturday,171,44,47,6,268,normal
5:15:00 PM,4,Saturday,121,17,29,9,176,heavy
5:30:00 PM,4,Saturday,146,35,36,9,226,heavy
5:45:00 PM,4,Saturday,239,37,31,6,313,heavy
6:00:00 PM,4,Saturday,70,21,25,6,122,low
6:15:00 PM,4,Saturday,144,36,32,9,221,heavy
6:30:00 PM,4,Saturday,108,25,38,4,175,high
6:45:00 PM,4,Saturday,92,11,19,10,132,heavy
7:00:00 PM,4,Saturday,83,21,10,22,136,normal
7:15:00 PM,4,Saturday,40,26,22,19,107,high
7:30:00 PM,4,Saturday,75,16,15,26,132,normal
7:45:00 PM,4,Saturday,75,20,8,17,120,normal
8:00:00 PM,4,Saturday,76,4,10,28,118,normal
8:15:00 PM,4,Saturday,83,14,11,14,122,high
8:30:00 PM,4,Saturday,36,12,16,19,83,normal
8:45:00 PM,4,Saturday,98,17,15,16,146,high
9:00:00 PM,4,Saturday,49,8,19,22,98,high
9:15:00 PM,4,Saturday,92,22,15,23,152,high
9:30:00 PM,4,Saturday,116,18,14,27,175,normal
9:45:00 PM,4,Saturday,68,13,9,26,116,high
10:00:00 PM,4,Saturday,14,3,0,26,43,normal
10:15:00 PM,4,Saturday,12,2,1,29,44,normal
10:30:00 PM,4,Saturday,12,4,2,17,35,normal
10:45:00 PM,4,Saturday,17,4,1,24,46,normal
11:00:00 PM,4,Saturday,19,2,1,18,40,low
11:15:00 PM,4,Saturday,20,4,1,20,45,normal
11:30:00 PM,4,Saturday,14,2,0,18,34,low
11:45:00 PM,4,Saturday,22,2,1,34,59,low
12:00:00 AM,5,Sunday,18,3,0,37,58,normal
12:15:00 AM,5,Sunday,20,3,2,33,58,normal
12:30:00 AM,5,Sunday,16,2,1,15,34,normal
12:45:00 AM,5,Sunday,9,3,0,31,43,normal
1:00:00 AM,5,Sunday,7,2,2,22,33,low
1:15:00 AM,5,Sunday,27,2,2,21,52,normal
1:30:00 AM,5,Sunday,14,1,0,28,43,normal
1:45:00 AM,5,Sunday,10,1,2,17,30,normal
2:00:00 AM,5,Sunday,20,2,2,21,45,normal
2:15:00 AM,5,Sunday,12,2,1,19,34,normal
2:30:00 AM,5,Sunday,18,2,2,23,45,low
2:45:00 AM,5,Sunday,7,2,0,15,24,normal
3:00:00 AM,5,Sunday,21,2,0,29,52,normal
3:15:00 AM,5,Sunday,21,4,0,21,46,normal
3:30:00 AM,5,Sunday,19,2,2,32,55,normal
3:45:00 AM,5,Sunday,20,2,0,38,60,normal
4:00:00 AM,5,Sunday,56,13,5,12,86,normal
4:15:00 AM,5,Sunday,86,10,5,19,120,normal
4:30:00 AM,5,Sunday,72,14,6,16,108,normal
4:45:00 AM,5,Sunday,102,21,4,15,142,normal
5:00:00 AM,5,Sunday,96,18,7,11,132,normal
5:15:00 AM,5,Sunday,72,19,5,11,107,normal
5:30:00 AM,5,Sunday,81,13,5,13,112,normal
5:45:00 AM,5,Sunday,97,3,7,14,121,normal
6:00:00 AM,5,Sunday,103,21,32,1,157,heavy
6:15:00 AM,5,Sunday,117,38,34,1,190,heavy
6:30:00 AM,5,Sunday,143,21,42,2,208,heavy
6:45:00 AM,5,Sunday,96,24,46,3,169,heavy
7:00:00 AM,5,Sunday,89,32,33,3,157,high
7:15:00 AM,5,Sunday,99,26,34,3,162,heavy
7:30:00 AM,5,Sunday,91,32,33,3,159,heavy
7:45:00 AM,5,Sunday,149,24,36,4,213,heavy
8:00:00 AM,5,Sunday,123,29,35,3,190,high
8:15:00 AM,5,Sunday,124,25,40,4,193,high
8:30:00 AM,5,Sunday,33,31,35,2,101,heavy
8:45:00 AM,5,Sunday,165,17,21,1,204,heavy
9:00:00 AM,5,Sunday,80,18,18,16,132,heavy
9:15:00 AM,5,Sunday,69,11,13,16,109,normal
9:30:00 AM,5,Sunday,79,10,24,8,121,high
9:45:00 AM,5,Sunday,53,19,36,16,124,high
10:00:00 AM,5,Sunday,71,14,36,23,144,normal
10:15:00 AM,5,Sunday,56,15,29,14,114,high
10:30:00 AM,5,Sunday,40,12,25,16,93,normal
10:45:00 AM,5,Sunday,63,16,16,17,112,normal
11:00:00 AM,5,Sunday,49,9,11,30,99,normal
11:15:00 AM,5,Sunday,64,10,12,30,116,normal
11:30:00 AM,5,Sunday,50,8,18,32,108,normal
11:45:00 AM,5,Sunday,54,6,6,21,87,normal
12:00:00 PM,5,Sunday,50,12,12,37,111,normal
12:15:00 PM,5,Sunday,31,4,10,26,71,normal
12:30:00 PM,5,Sunday,55,8,5,21,89,normal
12:45:00 PM,5,Sunday,53,6,4,27,90,normal
1:00:00 PM,5,Sunday,23,15,36,10,84,normal
1:15:00 PM,5,Sunday,58,15,26,14,113,normal
1:30:00 PM,5,Sunday,63,16,8,19,106,normal
1:45:00 PM,5,Sunday,74,23,6,13,116,normal
2:00:00 PM,5,Sunday,51,15,22,11,99,normal
2:15:00 PM,5,Sunday,74,22,27,14,137,normal
2:30:00 PM,5,Sunday,98,2,39,12,151,low
2:45:00 PM,5,Sunday,82,16,20,14,132,normal
3:00:00 PM,5,Sunday,80,7,31,11,129,normal
3:15:00 PM,5,Sunday,71,13,15,17,116,high
3:30:00 PM,5,Sunday,61,30,16,9,116,normal
3:45:00 PM,5,Sunday,45,31,16,8,100,low
4:00:00 PM,5,Sunday,85,7,18,5,115,heavy
4:15:00 PM,5,Sunday,117,29,40,6,192,heavy
4:30:00 PM,5,Sunday,159,36,26,7,228,heavy
4:45:00 PM,5,Sunday,47,18,40,7,112,heavy
5:00:00 PM,5,Sunday,71,22,41,7,141,heavy
5:15:00 PM,5,Sunday,92,7,19,6,124,heavy
5:30:00 PM,5,Sunday,195,8,29,6,238,heavy
5:45:00 PM,5,Sunday,144,27,26,8,205,heavy
6:00:00 PM,5,Sunday,167,11,44,9,231,low
6:15:00 PM,5,Sunday,132,40,38,8,218,normal
6:30:00 PM,5,Sunday,138,15,24,9,186,heavy
6:45:00 PM,5,Sunday,126,19,22,13,180,heavy
7:00:00 PM,5,Sunday,76,21,18,17,132,high
7:15:00 PM,5,Sunday,77,17,21,18,133,high
7:30:00 PM,5,Sunday,67,22,9,15,113,high
7:45:00 PM,5,Sunday,111,7,22,25,165,high
8:00:00 PM,5,Sunday,75,24,24,20,143,high
8:15:00 PM,5,Sunday,81,21,23,29,154,high
8:30:00 PM,5,Sunday,79,20,15,26,140,normal
8:45:00 PM,5,Sunday,90,14,15,15,134,high
9:00:00 PM,5,Sunday,94,12,11,21,138,normal
9:15:00 PM,5,Sunday,68,21,16,17,122,high
9:30:00 PM,5,Sunday,42,19,14,20,95,high
9:45:00 PM,5,Sunday,92,21,19,27,159,normal
10:00:00 PM,5,Sunday,11,3,1,33,48,normal
10:15:00 PM,5,Sunday,8,2,0,13,23,normal
10:30:00 PM,5,Sunday,19,2,2,34,57,normal
10:45:00 PM,5,Sunday,14,3,0,44,61,normal
11:00:00 PM,5,Sunday,16,3,1,10,30,normal
11:15:00 PM,5,Sunday,24,2,0,25,51,normal
11:30:00 PM,5,Sunday,15,3,0,14,32,normal
11:45:00 PM,5,Sunday,15,2,0,31,48,normal
12:00:00 AM,6,Monday,13,3,2,30,48,normal
12:15:00 AM,6,Monday,16,2,0,25,43,normal
12:30:00 AM,6,Monday,16,2,0,15,33,low
12:45:00 AM,6,Monday,15,4,0,25,44,normal
1:00:00 AM,6,Monday,18,2,2,29,51,normal
1:15:00 AM,6,Monday,20,2,0,25,47,low
1:30:00 AM,6,Monday,8,4,0,24,36,low
1:45:00 AM,6,Monday,17,2,0,24,43,normal
2:00:00 AM,6,Monday,13,1,0,22,36,normal
2:15:00 AM,6,Monday,29,1,2,29,61,low
2:30:00 AM,6,Monday,20,4,0,31,55,normal
2:45:00 AM,6,Monday,22,1,1,24,48,normal
3:00:00 AM,6,Monday,24,2,2,23,51,normal
3:15:00 AM,6,Monday,19,4,1,26,50,normal
3:30:00 AM,6,Monday,15,3,1,19,38,normal
3:45:00 AM,6,Monday,15,3,3,32,53,normal
4:00:00 AM,6,Monday,49,11,3,14,77,normal
4:15:00 AM,6,Monday,67,8,3,15,93,low
4:30:00 AM,6,Monday,93,17,6,9,125,normal
4:45:00 AM,6,Monday,86,10,0,12,108,normal
5:00:00 AM,6,Monday,62,18,7,12,99,low
5:15:00 AM,6,Monday,98,11,5,8,122,normal
5:30:00 AM,6,Monday,35,14,2,9,60,low
5:45:00 AM,6,Monday,108,21,5,10,144,normal
6:00:00 AM,6,Monday,140,32,54,3,229,heavy
6:15:00 AM,6,Monday,125,26,34,5,190,normal
6:30:00 AM,6,Monday,186,37,31,3,257,normal
6:45:00 AM,6,Monday,97,36,43,5,181,heavy
7:00:00 AM,6,Monday,108,26,60,4,198,heavy
7:15:00 AM,6,Monday,91,22,29,3,145,heavy
7:30:00 AM,6,Monday,192,9,42,4,247,heavy
7:45:00 AM,6,Monday,160,18,31,5,214,heavy
8:00:00 AM,6,Monday,60,36,35,4,135,heavy
8:15:00 AM,6,Monday,54,24,16,3,97,heavy
8:30:00 AM,6,Monday,119,30,39,5,193,heavy
8:45:00 AM,6,Monday,58,25,33,4,120,normal
9:00:00 AM,6,Monday,60,28,23,12,123,normal
9:15:00 AM,6,Monday,62,27,35,17,141,heavy
9:30:00 AM,6,Monday,81,23,20,5,129,normal
9:45:00 AM,6,Monday,98,9,22,9,138,normal
10:00:00 AM,6,Monday,81,10,26,14,131,high
10:15:00 AM,6,Monday,54,24,25,15,118,heavy
10:30:00 AM,6,Monday,62,14,26,15,117,normal
10:45:00 AM,6,Monday,41,26,12,19,98,normal
11:00:00 AM,6,Monday,53,13,7,18,91,normal
11:15:00 AM,6,Monday,56,24,8,9,97,normal
11:30:00 AM,6,Monday,39,25,9,20,93,normal
11:45:00 AM,6,Monday,38,13,9,16,76,heavy
12:00:00 PM,6,Monday,46,20,14,22,102,normal
12:15:00 PM,6,Monday,63,11,11,25,110,normal
12:30:00 PM,6,Monday,62,19,10,36,127,normal
12:45:00 PM,6,Monday,64,27,8,27,126,normal
1:00:00 PM,6,Monday,71,9,19,15,114,normal
1:15:00 PM,6,Monday,73,33,19,18,143,normal
1:30:00 PM,6,Monday,67,34,11,16,128,heavy
1:45:00 PM,6,Monday,91,15,18,12,136,normal
2:00:00 PM,6,Monday,62,14,31,14,121,heavy
2:15:00 PM,6,Monday,98,36,19,10,163,normal
2:30:00 PM,6,Monday,120,18,27,10,175,normal
2:45:00 PM,6,Monday,62,23,30,9,124,high
3:00:00 PM,6,Monday,89,10,17,11,127,normal
3:15:00 PM,6,Monday,67,27,28,9,131,high
3:30:00 PM,6,Monday,28,31,13,15,87,normal
3:45:00 PM,6,Monday,73,23,21,13,130,normal
4:00:00 PM,6,Monday,122,15,6,8,151,heavy
4:15:00 PM,6,Monday,84,38,19,4,145,heavy
4:30:00 PM,6,Monday,105,15,22,5,147,heavy
4:45:00 PM,6,Monday,154,12,41,7,214,heavy
5:00:00 PM,6,Monday,68,34,34,6,142,heavy
5:15:00 PM,6,Monday,140,29,50,6,225,heavy
5:30:00 PM,6,Monday,92,38,34,9,173,heavy
5:45:00 PM,6,Monday,98,26,29,11,164,heavy
6:00:00 PM,6,Monday,165,14,42,6,227,normal
6:15:00 PM,6,Monday,136,21,27,11,195,high
6:30:00 PM,6,Monday,172,19,14,12,217,normal
6:45:00 PM,6,Monday,62,13,45,11,131,heavy
7:00:00 PM,6,Monday,96,7,9,22,134,high
7:15:00 PM,6,Monday,80,16,15,21,132,high
7:30:00 PM,6,Monday,82,10,18,16,126,normal
7:45:00 PM,6,Monday,50,16,11,16,93,normal
8:00:00 PM,6,Monday,55,13,11,13,92,normal
8:15:00 PM,6,Monday,64,14,14,19,111,normal
8:30:00 PM,6,Monday,86,11,16,11,124,high
8:45:00 PM,6,Monday,74,11,13,19,117,high
9:00:00 PM,6,Monday,110,19,16,23,168,normal
9:15:00 PM,6,Monday,74,12,13,19,118,normal
9:30:00 PM,6,Monday,97,12,10,13,132,low
9:45:00 PM,6,Monday,76,3,13,19,111,normal
10:00:00 PM,6,Monday,16,2,1,28,47,normal
10:15:00 PM,6,Monday,16,2,0,16,34,normal
10:30:00 PM,6,Monday,18,4,0,31,53,normal
10:45:00 PM,6,Monday,17,2,1,26,46,normal
11:00:00 PM,6,Monday,21,1,0,27,49,normal
11:15:00 PM,6,Monday,16,2,1,25,44,normal
11:30:00 PM,6,Monday,12,1,0,19,32,normal
11:45:00 PM,6,Monday,14,2,0,35,51,normal
12:00:00 AM,7,Tuesday,23,3,1,21,48,normal
12:15:00 AM,7,Tuesday,15,2,0,26,43,normal
12:30:00 AM,7,Tuesday,12,3,1,21,37,low
12:45:00 AM,7,Tuesday,19,1,0,28,48,normal
1:00:00 AM,7,Tuesday,25,3,2,23,53,normal
1:15:00 AM,7,Tuesday,15,3,1,16,35,normal
1:30:00 AM,7,Tuesday,9,3,3,27,42,normal
1:45:00 AM,7,Tuesday,14,3,2,25,44,normal
2:00:00 AM,7,Tuesday,21,3,0,26,50,normal
2:15:00 AM,7,Tuesday,15,3,1,24,43,normal
2:30:00 AM,7,Tuesday,29,2,1,34,66,normal
2:45:00 AM,7,Tuesday,11,1,0,16,28,normal
3:00:00 AM,7,Tuesday,28,3,0,40,71,normal
3:15:00 AM,7,Tuesday,17,4,1,22,44,normal
3:30:00 AM,7,Tuesday,13,3,1,21,38,normal
3:45:00 AM,7,Tuesday,23,4,2,26,55,normal
4:00:00 AM,7,Tuesday,57,10,5,15,87,normal
4:15:00 AM,7,Tuesday,70,6,4,18,98,normal
4:30:00 AM,7,Tuesday,96,10,5,24,135,normal
4:45:00 AM,7,Tuesday,71,18,3,13,105,normal
5:00:00 AM,7,Tuesday,67,18,6,12,103,low
5:15:00 AM,7,Tuesday,68,18,3,8,97,normal
5:30:00 AM,7,Tuesday,50,18,5,10,83,normal
5:45:00 AM,7,Tuesday,101,11,6,9,127,normal
6:00:00 AM,7,Tuesday,103,17,23,4,147,normal
6:15:00 AM,7,Tuesday,160,27,17,4,208,heavy
6:30:00 AM,7,Tuesday,91,32,46,5,174,heavy
6:45:00 AM,7,Tuesday,115,24,21,4,164,heavy
7:00:00 AM,7,Tuesday,118,25,46,4,193,high
7:15:00 AM,7,Tuesday,99,27,26,4,156,heavy
7:30:00 AM,7,Tuesday,139,36,7,4,186,high
7:45:00 AM,7,Tuesday,118,25,28,5,176,heavy
8:00:00 AM,7,Tuesday,125,29,27,5,186,heavy
8:15:00 AM,7,Tuesday,197,16,22,5,240,heavy
8:30:00 AM,7,Tuesday,109,22,22,3,156,heavy
8:45:00 AM,7,Tuesday,65,15,26,5,111,heavy
9:00:00 AM,7,Tuesday,66,9,26,17,118,high
9:15:00 AM,7,Tuesday,24,11,31,13,79,heavy
9:30:00 AM,7,Tuesday,91,31,19,9,150,low
9:45:00 AM,7,Tuesday,84,21,32,12,149,heavy
10:00:00 AM,7,Tuesday,55,16,20,19,110,normal
10:15:00 AM,7,Tuesday,59,23,22,14,118,normal
10:30:00 AM,7,Tuesday,97,20,27,19,163,heavy
10:45:00 AM,7,Tuesday,99,23,22,17,161,normal
11:00:00 AM,7,Tuesday,49,16,14,25,104,normal
11:15:00 AM,7,Tuesday,93,17,12,20,142,normal
11:30:00 AM,7,Tuesday,67,21,8,21,117,normal
11:45:00 AM,7,Tuesday,90,5,5,25,125,normal
12:00:00 PM,7,Tuesday,79,19,11,10,119,heavy
12:15:00 PM,7,Tuesday,43,15,8,17,83,high
12:30:00 PM,7,Tuesday,47,28,11,13,99,normal
12:45:00 PM,7,Tuesday,83,13,11,24,131,normal
1:00:00 PM,7,Tuesday,69,22,31,9,131,normal
1:15:00 PM,7,Tuesday,100,20,10,12,142,heavy
1:30:00 PM,7,Tuesday,56,25,31,14,126,normal
1:45:00 PM,7,Tuesday,78,28,15,13,134,normal
2:00:00 PM,7,Tuesday,101,27,20,9,157,normal
2:15:00 PM,7,Tuesday,115,9,19,12,155,normal
2:30:00 PM,7,Tuesday,114,28,22,11,175,normal
2:45:00 PM,7,Tuesday,56,23,14,12,105,heavy
3:00:00 PM,7,Tuesday,30,15,24,4,73,low
3:15:00 PM,7,Tuesday,79,15,24,7,125,high
3:30:00 PM,7,Tuesday,85,33,19,11,148,normal
3:45:00 PM,7,Tuesday,72,18,9,4,103,normal
4:00:00 PM,7,Tuesday,158,36,43,6,243,heavy
4:15:00 PM,7,Tuesday,81,38,40,9,168,heavy
4:30:00 PM,7,Tuesday,89,11,50,4,154,heavy
4:45:00 PM,7,Tuesday,67,30,18,7,122,heavy
5:00:00 PM,7,Tuesday,113,32,36,6,187,heavy
5:15:00 PM,7,Tuesday,138,19,34,6,197,heavy
5:30:00 PM,7,Tuesday,108,22,36,9,175,heavy
5:45:00 PM,7,Tuesday,39,34,28,7,108,normal
6:00:00 PM,7,Tuesday,105,25,23,9,162,heavy
6:15:00 PM,7,Tuesday,92,20,26,3,141,normal
6:30:00 PM,7,Tuesday,144,5,19,10,178,normal
6:45:00 PM,7,Tuesday,79,28,29,6,142,normal
7:00:00 PM,7,Tuesday,102,17,23,18,160,high
7:15:00 PM,7,Tuesday,60,12,12,15,99,low
7:30:00 PM,7,Tuesday,71,14,8,8,101,high
7:45:00 PM,7,Tuesday,75,6,12,20,113,normal
8:00:00 PM,7,Tuesday,75,11,12,17,115,normal
8:15:00 PM,7,Tuesday,59,13,11,15,98,low
8:30:00 PM,7,Tuesday,65,8,15,19,107,normal
8:45:00 PM,7,Tuesday,104,13,17,13,147,normal
9:00:00 PM,7,Tuesday,99,12,14,17,142,normal
9:15:00 PM,7,Tuesday,58,14,10,16,98,high
9:30:00 PM,7,Tuesday,83,9,16,12,120,low
9:45:00 PM,7,Tuesday,89,18,18,20,145,high
10:00:00 PM,7,Tuesday,18,2,2,25,47,normal
10:15:00 PM,7,Tuesday,16,4,1,16,37,low
10:30:00 PM,7,Tuesday,19,3,1,14,37,normal
10:45:00 PM,7,Tuesday,22,2,1,20,45,normal
11:00:00 PM,7,Tuesday,18,5,0,27,50,low
11:15:00 PM,7,Tuesday,11,2,2,23,38,low
11:30:00 PM,7,Tuesday,15,2,0,21,38,normal
11:45:00 PM,7,Tuesday,12,4,1,20,37,normal
12:00:00 AM,8,Wednesday,25,0,0,38,63,normal
12:15:00 AM,8,Wednesday,20,3,0,13,36,normal
12:30:00 AM,8,Wednesday,16,3,1,18,38,normal
12:45:00 AM,8,Wednesday,18,3,0,22,43,normal
1:00:00 AM,8,Wednesday,16,3,1,24,44,low
1:15:00 AM,8,Wednesday,18,2,0,16,36,normal
1:30:00 AM,8,Wednesday,14,4,0,23,41,normal
1:45:00 AM,8,Wednesday,20,2,0,12,34,normal
2:00:00 AM,8,Wednesday,23,3,0,30,56,normal
2:15:00 AM,8,Wednesday,15,1,2,20,38,normal
2:30:00 AM,8,Wednesday,15,3,1,22,41,normal
2:45:00 AM,8,Wednesday,13,2,1,31,47,normal
3:00:00 AM,8,Wednesday,20,2,1,29,52,normal
3:15:00 AM,8,Wednesday,0,3,1,28,32,normal
3:30:00 AM,8,Wednesday,17,3,2,36,58,normal
3:45:00 AM,8,Wednesday,13,2,2,16,33,normal
4:00:00 AM,8,Wednesday,60,5,3,17,85,normal
4:15:00 AM,8,Wednesday,56,4,3,9,72,normal
4:30:00 AM,8,Wednesday,79,14,3,14,110,normal
4:45:00 AM,8,Wednesday,55,12,3,14,84,normal
5:00:00 AM,8,Wednesday,119,22,7,12,160,low
5:15:00 AM,8,Wednesday,134,14,6,8,162,low
5:30:00 AM,8,Wednesday,109,18,5,8,140,low
5:45:00 AM,8,Wednesday,138,19,7,16,180,normal
6:00:00 AM,8,Wednesday,124,16,39,5,184,high
6:15:00 AM,8,Wednesday,151,23,44,4,222,heavy
6:30:00 AM,8,Wednesday,129,20,27,5,181,low
6:45:00 AM,8,Wednesday,168,43,14,4,229,heavy
7:00:00 AM,8,Wednesday,96,11,34,3,144,heavy
7:15:00 AM,8,Wednesday,127,27,36,5,195,heavy
